station_ID,id_at_source,available_data,source_URL,latitude,longitude,description,site_params
USBR_SPBO,SPBO,"{""conditions"": [""avg_temp(C)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SPBO&ui=true&interval=daily""]}",42.447222222222216,-121.2375,"Sprague River near Beatty, OR",{}
USBR_SPPI,SPPI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SPPI&ui=true&interval=daily""]}",43.84138888888889,-111.24388888888889,South Pipeline (Teton River),{}
USBR_SQSO,SQSO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SQSO&ui=true&interval=daily""]}",44.28777777777778,-121.54333333333334,"Whychus Creek at Sisters, OR",{}
USBR_SUCI,SUCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SUCI&ui=true&interval=daily""]}",43.97083333333334,-111.65055555555556,Salem Union Weir,{}
USBR_SWCO,SWCO,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SWCO&ui=true&interval=daily""]}",44.080555555555556,-121.3,Swalley Canal,{}
USBR_TCNI,TCNI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TCNI&ui=true&interval=daily""]}",42.52638888888889,-114.00972222222222,Twin Falls North Side Canal,{}
USBR_TCSI,TCSI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TCSI&ui=true&interval=daily""]}",42.522777777777776,-114.01305555555555,Twin Falls South Side Canal,{}
USBR_TEAI,TEAI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TEAI&ui=true&interval=daily""]}",43.92722222222222,-111.61527777777778,"Teton River near St. Anthony, ID",{}
USBR_TEAW,TEAW,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TEAW&ui=true&interval=daily""]}",47.19,-120.82222222222222,TEANAWAY RIVER BELOW LAMBERT ROAD,{}
USBR_TFCO,TFCO,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TFCO&ui=true&interval=daily""]}",44.09027777777778,-121.36861111111111,Tumalo Feed Canal (2 Flow Meters),{}
USBR_TGCI,TGCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TGCI&ui=true&interval=daily""]}",43.975,-111.64166666666668,"Twin Groves Canal near St. Anthony, ID",{}
USBR_THF,THF,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=THF&ui=true&interval=daily""]}",45.0125,-117.78111111111112,"Thief Valley Dam and Reservoir near North Powder, OR",{}
USBR_TICI,TICI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TICI&ui=true&interval=daily""]}",43.891666666666666,-111.66722222222222,Teton Irrigation Weir,{}
USBR_TICW,TICW,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TICW&ui=true&interval=daily""]}",46.67111111111111,-121.0,TIETON RIVER NEAR TIETON CANAL HEADWORKS,{}
USBR_TIEW,TIEW,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TIEW&ui=true&interval=daily""]}",46.669444444444444,-121.00555555555556,TIETON CANAL,{}
USBR_TITI,TITI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TITI&ui=true&interval=daily""]}",43.89111111111111,-111.69694444444445,"Teton Island Feeder Canal near Teton, ID",{}
USBR_TLCI,TLCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TLCI&ui=true&interval=daily""]}",43.72027777777778,-111.82722222222222,Texas and Liberty Weir,{}
USBR_TNAW,TNAW,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TNAW&ui=true&interval=daily""]}",47.24638888888889,-120.8611111111111,"TEANAWAY RIVER AT FORKS NEAR CLE ELUM, WA",{}
USBR_TNCM,TNCM,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TNCM&ui=true&interval=daily""]}",47.97916666666667,-113.56,"South Fork Flathead River near Twincreek, MT",{}
USBR_TRCI,TRCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TRCI&ui=true&interval=daily""]}",43.20138888888889,-112.36666666666666,"Trego Canal near Blackfoot, ID",{}
USBR_TRGO,TRGO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TRGO&ui=true&interval=daily""]}",44.80138888888889,-121.065,"Trout Creek at Clements Drive near Gateway, OR",{}
USBR_TUMO,TUMO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=TUMO&ui=true&interval=daily""]}",44.08777777777778,-121.37166666666666,"Tumalo Creek nr Bend, OR",{}
USBR_UMAO,UMAO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=UMAO&ui=true&interval=daily""]}",45.9,-119.33333333333333,"Umatilla River near Umatilla, OR",{}
USBR_UMDO,UMDO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=UMDO&ui=true&interval=daily""]}",45.776666666666664,-119.21222222222222,"Umatilla River ar I84 near Stanfield, OR",{}
USBR_UMMO,UMMO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=UMMO&ui=true&interval=daily""]}",45.79527777777778,-119.32277777777777,Umatilla River above Butter Creek nr Hermiston,{}
USBR_UMTW,UMTW,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=UMTW&ui=true&interval=daily""]}",46.86361111111111,-120.47944444444444,"YAKIMA RIVER NEAR UMTANUM ,WA.",{}
USBR_UMUO,UMUO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=UMUO&ui=true&interval=daily""]}",45.72083333333334,-119.17916666666667,"Umatilla River nr Echo, OR",{}
USBR_UNY,UNY,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=UNY&ui=true&interval=daily""]}",44.50361111111111,-118.19583333333334,"Unity Reservoir and Burnt River near Unity, Oregon",{}
USBR_VALO,VALO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=VALO&ui=true&interval=daily""]}",43.98888888888889,-117.21944444444445,"Malheur River below Nevada Dam near Vale, OR",{}
USBR_VLCI,VLCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=VLCI&ui=true&interval=daily""]}",43.453611111111115,-112.08805555555556,Snake River Valley Canal,{}
USBR_VSPI,VSPI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=VSPI&ui=true&interval=daily""]}",43.91444444444444,-111.46527777777779,"Val Schwiendiman Pump near Newdale, ID",{}
USBR_WACI,WACI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WACI&ui=true&interval=daily""]}",43.19583333333333,-112.4,Watson Canal,{}
USBR_WAFI,WAFI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WAFI&ui=true&interval=daily""]}",46.205555555555556,-116.82916666666667,"Lake Waha Feeder Canal, ID",{}
USBR_WAH,WAH,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WAH&ui=true&interval=daily""]}",46.212500000000006,-116.83749999999999,"Lake Waha, ID",{}
USBR_WAR,WAR,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WAR&ui=true&interval=daily""]}",43.584722222222226,-118.20833333333334,"Warm Springs Dam and Reservoir nr Riverside, OR",{}
USBR_WARO,WARO,"{""conditions"": [""inflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WARO&ui=true&interval=daily""]}",43.57083333333334,-118.20138888888889,"Malheur River bel Warm Springs Res nr Riverside, OR",{}
USBR_WAS,WAS,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WAS&ui=true&interval=daily""]}",45.17638888888889,-121.69444444444444,"Clear Lake nr Government Camp (Wasco Dam), OR",{}
USBR_WBCO,WBCO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WBCO&ui=true&interval=daily""]}",45.48388888888889,-118.83555555555554,"West Birch Creek at Pilot Rock, OR",{}
USBR_WBFI,WBFI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WBFI&ui=true&interval=daily""]}",43.575833333333335,-111.91194444444444,"Willow Creek Below Floodway Channel nr. Ukon, ID",{}
USBR_WCRO,WCRO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WCRO&ui=true&interval=daily""]}",45.68611111111111,-118.74555555555555,"Wildhorse Creek at Pendleton, OR",{}
USBR_WEIO,WEIO,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WEIO&ui=true&interval=daily""]}",45.884166666666665,-119.325,West Div Main Canal below WEID Pumps nr Umatilla OR,{}
USBR_WEPO,WEPO,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WEPO&ui=true&interval=daily""]}",45.91972222222222,-119.3275,"WEID Exchange Pump Plant near Hermiston, OR",{}
USBR_WESO,WESO,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WESO&ui=true&interval=daily""]}",45.76611111111111,-119.21611111111112,"Westland Canal near Echo, OR",{}
USBR_WEUO,WEUO,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WEUO&ui=true&interval=daily""]}",45.885,-119.32666666666667,"West Division Main Canal near Umatilla, OR",{}
USBR_WFCI,WFCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WFCI&ui=true&interval=daily""]}",43.90555555555555,-111.62777777777777,Wilford Canal,{}
USBR_WGCM,WGCM,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WGCM&ui=true&interval=daily""]}",48.49527777777778,-114.00916666666667,"Middle Fork Flathead River near West Glacier, MT",{}
USBR_WIC,WIC,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WIC&ui=true&interval=daily""]}",43.68388888888889,-121.6888888888889,"Wickiup Reservoir near LaPine, OR",{}
USBR_WICO,WICO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WICO&ui=true&interval=daily""]}",43.68611111111111,-121.68694444444445,"Deschutes River below Wickiup Res., OR",{}
USBR_WIFI,WIFI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WIFI&ui=true&interval=daily""]}",43.57416666666667,-111.89500000000001,"Sand Creek above Willow Creek Diversion nr Ukon, ID",{}
USBR_WILI,WILI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WILI&ui=true&interval=daily""]}",43.57638888888889,-111.91305555555556,"Willow Creek Floodway Channel nr Ukon, ID",{}
USBR_WLD,WLD,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WLD&ui=true&interval=daily""]}",41.68611111111111,-115.85972222222222,"Wildhorse Dam and Reservoir, NV",{}
USBR_WLDN,WLDN,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WLDN&ui=true&interval=daily""]}",41.6875,-115.86055555555555,"Owyhee River bel Wildhorse Dam nr Gold Creek, NV",{}
USBR_WOD,WOD,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WOD&ui=true&interval=daily""]}",43.42527777777777,-114.02722222222222,"Little Wood Dam and Reservoir near Carey, ID",{}
USBR_WODI,WODI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WODI&ui=true&interval=daily""]}",43.39,-114.0,"Little Wood River near Carey, ID",{}
USBR_WOPW,WOPW,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WOPW&ui=true&interval=daily""]}",46.74888888888889,-120.7786111111111,WAPATOX POWER CANAL,{}
USBR_WTXI,WTXI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WTXI&ui=true&interval=daily""]}",43.44166666666666,-111.72833333333334,"Willow Creek below Tex Creek near Ririe, ID",{}
USBR_WVCI,WVCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=WVCI&ui=true&interval=daily""]}",43.43388888888889,-112.09805555555555,Woodville Canal,{}
USBR_YOKO,YOKO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=YOKO&ui=true&interval=daily""]}",45.67722222222222,-119.03583333333333,"Umatilla River at Yoakum, OR",{}
USBR_YRPW,YRPW,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=YRPW&ui=true&interval=daily""]}",46.2175,-119.74638888888889,"YAKIMA RIVER NEAR PROSSER ,WA.",{}
USBR_YRWW,YRWW,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=YRWW&ui=true&interval=daily""]}",47.12416666666667,-120.73916666666666,"YAKIMA RIVER NEAR HORLICK ,WA.",{}
